post_id,post_type,likes,shares,comments
2375,static_image,553,58,212
2376,reels,585,48,71
2377,carousel,454,210,365
2378,static_image,154,91,43
2379,reels,253,178,112
2380,static_image,914,211,72
2381,carousel,908,222,381
2382,reels,335,144,397
2383,static_image,459,187,253
2384,static_image,667,212,258
2385,static_image,335,80,403
2386,reels,160,67,138
2387,reels,559,123,331
2388,carousel,80,55,387
2389,carousel,900,39,265
2390,static_image,77,96,205
2391,static_image,745,172,88
2392,reels,686,54,399
2393,carousel,726,271,402
2394,reels,861,243,113
2395,reels,727,259,261
2396,static_image,317,282,185
2397,static_image,609,14,497
2398,carousel,490,65,206
2399,reels,372,197,236
2400,reels,86,21,100
2401,static_image,725,160,462
2402,static_image,218,256,230
2403,carousel,369,204,259
2404,carousel,632,256,347
2405,static_image,751,281,302
2406,reels,537,292,447
2407,carousel,568,33,210
2408,reels,556,198,325
2409,static_image,411,150,174
2410,carousel,78,28,75
2411,reels,407,18,401
2412,static_image,399,199,59
2413,reels,403,187,220
2414,reels,107,130,136
2415,carousel,713,164,313
2416,carousel,982,38,454
2417,reels,167,177,96
2418,carousel,601,171,29
2419,reels,723,221,300
2420,static_image,973,220,146
2421,carousel,762,245,311
2422,carousel,374,198,302
2423,reels,380,298,60
2424,reels,152,110,182
2425,reels,564,178,95
2426,static_image,356,191,233
2427,carousel,558,43,440
2428,static_image,269,152,145
2429,carousel,354,298,215
2430,carousel,689,52,377
2431,static_image,147,177,149
2432,carousel,630,276,253
2433,reels,264,182,417
2434,carousel,717,159,268
2435,reels,493,281,170
2436,carousel,474,210,138
2437,static_image,577,237,353
2438,static_image,234,14,331
2439,static_image,578,100,305
2440,reels,268,244,147
2441,static_image,595,227,488
2442,static_image,794,35,277
2443,carousel,423,241,85
2444,carousel,204,158,442
2445,reels,470,168,450
2446,carousel,699,109,443
2447,reels,323,151,340
2448,carousel,312,125,217
2449,carousel,166,81,108
2450,carousel,301,163,247
2451,reels,623,228,226
2452,static_image,977,23,113
2453,carousel,329,74,24
2454,reels,858,147,347
2455,static_image,230,26,379
2456,reels,851,15,38
2457,carousel,371,157,453
2458,carousel,972,213,469
2459,reels,737,51,213
2460,static_image,912,76,130
2461,carousel,634,261,487
2462,carousel,584,273,138
2463,reels,955,51,131
2464,static_image,175,165,178
2465,static_image,804,204,422
2466,static_image,811,125,488
2467,reels,273,78,64
2468,carousel,269,145,235
2469,reels,310,33,261
2470,static_image,433,62,172
2471,static_image,483,248,359
2472,carousel,334,79,195
2473,reels,782,193,430
2474,reels,71,22,440
2475,static_image,728,32,363
2476,static_image,295,134,292
2477,reels,366,190,472
2478,static_image,174,278,453
2479,carousel,928,231,208
2480,carousel,981,206,484
2481,reels,358,51,489
2482,carousel,354,112,450
2483,carousel,987,229,333
2484,reels,950,213,414
2485,carousel,330,46,431
2486,reels,532,216,484
2487,reels,784,221,458
2488,carousel,894,87,367
2489,reels,568,38,190
2490,reels,666,285,387
2491,reels,514,19,400
2492,carousel,706,99,332
2493,reels,860,74,11
2494,reels,254,161,170
2495,static_image,134,61,90
2496,carousel,578,71,443
2497,static_image,752,215,415
2498,reels,512,249,457
2499,static_image,186,138,98
2500,static_image,657,172,419
2501,reels,253,48,222
2502,reels,236,206,458
2503,reels,904,297,124
2504,carousel,73,290,341
2505,static_image,691,122,474
2506,carousel,523,106,144
2507,static_image,922,91,35
2508,reels,682,224,317
2509,reels,202,50,500
2510,reels,224,295,70
2511,carousel,785,274,232
2512,reels,897,258,70
2513,carousel,780,109,107
2514,reels,344,258,205
2515,carousel,491,110,317
2516,carousel,893,149,382
2517,static_image,243,219,102
2518,reels,861,79,24
2519,reels,318,125,326
2520,reels,979,132,199
2521,static_image,750,239,53
2522,carousel,530,73,456
2523,reels,759,208,361
2524,carousel,780,201,372
2525,reels,803,136,47
2526,carousel,620,35,36
2527,reels,290,246,475
2528,reels,670,28,12
2529,reels,566,200,164
2530,reels,737,194,77
2531,static_image,92,96,143
2532,carousel,565,257,486
2533,reels,948,244,77
2534,carousel,374,276,231
2535,carousel,316,64,170
2536,carousel,180,260,456
2537,reels,815,189,484
2538,reels,339,139,323
2539,reels,579,165,233
2540,carousel,373,256,401
2541,carousel,619,230,37
2542,carousel,202,32,127
2543,carousel,86,245,143
2544,carousel,772,244,233
2545,carousel,966,258,30
2546,reels,415,292,258
2547,reels,554,62,443
2548,static_image,937,80,73
2549,reels,145,109,454
2550,reels,234,91,393
2551,static_image,892,144,298
2552,static_image,649,113,308
2553,carousel,588,297,102
2554,reels,992,44,136
2555,reels,743,53,464
2556,reels,76,150,358
2557,static_image,174,206,201
2558,static_image,158,170,88
2559,carousel,133,240,435
2560,static_image,725,250,242
2561,static_image,325,7,178
2562,carousel,721,236,176
2563,static_image,801,296,76
2564,carousel,933,29,420
2565,static_image,339,170,418
2566,carousel,811,41,290
2567,static_image,440,52,214
2568,reels,232,127,404
2569,reels,141,15,446
2570,carousel,216,203,409
2571,reels,341,83,71
2572,reels,552,226,386
2573,reels,975,72,193
2574,static_image,148,193,272
2575,carousel,551,233,463
2576,reels,537,142,298
2577,static_image,483,51,397
2578,reels,880,193,324
2579,carousel,494,223,57
2580,carousel,575,179,247
2581,static_image,279,84,486
2582,reels,589,273,52
2583,reels,529,228,50
2584,reels,357,81,75
2585,static_image,974,158,440
2586,carousel,585,223,161
2587,static_image,98,287,49
2588,carousel,575,60,271
2589,reels,472,53,247
2590,static_image,787,296,426
2591,reels,413,135,309
2592,carousel,837,262,18
2593,carousel,808,241,101
2594,carousel,913,206,33
2595,carousel,476,157,170
2596,static_image,791,237,397
2597,static_image,510,140,184
2598,carousel,266,99,50
2599,static_image,668,137,456
2600,static_image,158,227,283
2601,carousel,55,207,69
2602,carousel,225,249,245
2603,static_image,464,254,165
2604,static_image,882,189,363
2605,static_image,756,207,421
2606,reels,139,69,79
2607,carousel,245,62,427
2608,carousel,762,101,449
2609,carousel,264,251,342
2610,carousel,715,128,233
2611,static_image,928,280,107
2612,carousel,358,242,85
2613,reels,482,16,69
2614,carousel,974,83,388
2615,static_image,505,253,251
2616,carousel,930,235,309
2617,carousel,256,155,301
2618,reels,102,175,14
2619,carousel,695,226,222
2620,reels,804,288,158
2621,carousel,549,209,258
2622,static_image,655,254,128
2623,static_image,112,275,19
2624,reels,640,166,293
2625,carousel,324,218,465
2626,reels,169,258,328
2627,static_image,405,234,367
2628,reels,71,87,157
2629,static_image,246,245,186
2630,reels,287,264,122
2631,static_image,980,178,481
2632,static_image,923,244,77
2633,reels,790,204,223
2634,static_image,718,189,417
2635,reels,868,87,328
2636,carousel,339,49,351
2637,reels,182,93,112
2638,carousel,670,256,61
2639,reels,555,160,130
2640,carousel,620,29,19
2641,reels,952,138,192
2642,static_image,212,94,433
2643,static_image,82,37,182
2644,reels,166,121,71
2645,static_image,279,254,142
2646,reels,853,186,403
2647,carousel,838,290,146
2648,carousel,923,268,319
2649,static_image,156,30,484
2650,reels,868,239,440
2651,carousel,158,57,431
2652,static_image,92,264,63
2653,carousel,695,65,455
2654,carousel,982,190,90
2655,static_image,349,231,400
2656,static_image,560,55,88
2657,static_image,422,176,429
2658,carousel,175,108,234
2659,reels,837,8,135
2660,reels,399,151,268
2661,carousel,137,141,200
2662,static_image,822,217,194
2663,static_image,730,130,87
2664,static_image,481,121,80
2665,reels,473,214,469
2666,reels,922,269,416
2667,static_image,420,20,236
2668,carousel,838,10,377
2669,static_image,121,48,183
2670,reels,461,89,232
2671,carousel,452,23,348
2672,static_image,204,299,39
2673,static_image,780,271,161
2674,reels,461,288,457
2675,reels,788,165,475
2676,reels,58,148,470
2677,static_image,675,80,368
2678,reels,506,110,464
2679,static_image,689,231,367
2680,reels,958,212,407
2681,carousel,952,159,53
2682,carousel,600,176,209
2683,static_image,786,69,276
2684,static_image,340,114,57
2685,static_image,615,164,276
2686,reels,825,86,21
2687,carousel,961,281,313
2688,reels,297,160,381
2689,reels,567,61,384
2690,carousel,911,195,142
2691,static_image,569,186,73
2692,carousel,824,68,239
2693,reels,636,7,242
2694,reels,291,294,375
2695,static_image,731,278,442
2696,static_image,289,184,163
2697,reels,732,298,354
2698,carousel,781,198,276
2699,static_image,303,58,177
2700,static_image,646,103,431
2701,reels,515,55,85
2702,static_image,485,215,51
2703,carousel,113,222,464
2704,carousel,537,114,238
2705,carousel,428,274,216
2706,static_image,622,270,408
2707,reels,942,140,309
2708,reels,701,221,235
2709,static_image,551,218,431
2710,carousel,197,263,75
2711,reels,778,239,76
2712,static_image,575,275,70
2713,static_image,267,238,252
2714,carousel,814,85,493
2715,static_image,428,65,318
2716,reels,162,66,199
2717,static_image,346,25,277
2718,carousel,170,195,166
2719,reels,360,155,258
2720,carousel,860,78,82
2721,static_image,481,29,489
2722,reels,960,150,120
2723,carousel,888,255,11
2724,carousel,610,183,44
2725,carousel,477,251,303
2726,reels,629,236,470
2727,reels,850,198,253
2728,static_image,903,72,400
2729,carousel,566,240,399
2730,reels,733,234,86
2731,static_image,383,50,419
2732,static_image,730,214,208
2733,carousel,971,207,183
2734,static_image,96,231,386
2735,reels,711,50,453
2736,carousel,774,17,302
2737,static_image,865,163,297
2738,static_image,176,291,53
2739,carousel,683,282,305
2740,carousel,633,272,106
2741,reels,564,14,71
2742,static_image,594,97,19
2743,reels,855,110,135
2744,static_image,909,232,53
2745,static_image,671,169,215
2746,static_image,96,256,451
2747,carousel,398,228,102
2748,reels,74,275,172
2749,reels,313,51,68
2750,carousel,604,91,156
2751,carousel,237,135,403
2752,carousel,207,162,497
2753,reels,744,91,40
2754,static_image,383,97,23
2755,static_image,109,157,209
2756,carousel,377,77,221
2757,reels,314,197,492
2758,carousel,103,108,132
2759,static_image,650,126,262
2760,static_image,820,263,207
2761,carousel,325,36,172
2762,reels,616,213,43
2763,reels,79,213,334
2764,carousel,985,14,147
2765,static_image,650,56,136
2766,static_image,717,69,165
2767,static_image,466,233,52
2768,static_image,562,109,410
2769,carousel,432,281,96
2770,carousel,600,221,476
2771,static_image,512,26,10
2772,reels,899,153,344
2773,carousel,50,35,487
2774,reels,329,133,439
2775,static_image,439,184,441
2776,static_image,267,266,154
2777,carousel,215,278,298
2778,carousel,357,50,212
2779,static_image,175,76,381
2780,static_image,336,226,117
2781,static_image,566,167,462
2782,static_image,400,138,395
2783,static_image,513,144,135
2784,static_image,379,179,117
2785,reels,663,173,18
2786,static_image,186,6,321
2787,reels,54,9,354
2788,carousel,473,289,468
2789,static_image,770,255,400
2790,reels,601,46,413
2791,static_image,716,44,285
2792,carousel,963,232,354
2793,carousel,411,197,433
2794,static_image,416,203,100
2795,static_image,58,68,246
2796,reels,247,232,14
2797,carousel,810,15,398
2798,reels,746,188,108
2799,carousel,885,160,423
2800,static_image,276,124,262
2801,reels,87,148,262
2802,static_image,773,112,13
2803,carousel,890,207,66
2804,reels,632,261,262
2805,carousel,615,104,347
2806,static_image,629,294,99
2807,carousel,652,70,391
2808,carousel,180,137,487
2809,static_image,926,121,461
2810,static_image,796,145,108
2811,static_image,73,277,324
2812,reels,747,291,462
2813,reels,52,223,338
2814,static_image,715,31,447
2815,reels,492,213,150
2816,carousel,746,270,248
2817,reels,420,269,398
2818,carousel,955,119,34
2819,reels,990,220,282
2820,reels,373,7,210
2821,carousel,392,46,460
2822,static_image,877,17,387
2823,carousel,756,221,500
2824,carousel,989,132,110
2825,carousel,387,164,42
2826,static_image,690,54,24
2827,reels,492,17,313
2828,static_image,392,133,136
2829,carousel,534,127,500
2830,reels,902,32,430
2831,reels,582,126,493
2832,carousel,844,229,401
2833,carousel,690,233,306
2834,carousel,137,36,479
2835,carousel,436,165,465
2836,static_image,116,70,41
2837,reels,106,159,322
2838,static_image,492,38,62
2839,static_image,107,291,36
2840,reels,920,200,215
2841,carousel,682,215,129
2842,static_image,856,10,242
2843,reels,525,224,460
2844,static_image,684,56,183
2845,static_image,741,18,242
2846,static_image,386,103,65
2847,carousel,62,39,313
2848,carousel,976,298,74
2849,static_image,571,136,191
2850,reels,542,232,105
2851,carousel,190,27,40
2852,carousel,369,228,272
2853,static_image,822,188,169
2854,static_image,956,282,407
2855,carousel,200,245,168
2856,static_image,401,154,198
2857,carousel,580,79,39
2858,carousel,569,291,449
2859,carousel,482,181,110
2860,carousel,705,108,412
2861,carousel,399,101,351
2862,reels,761,244,317
2863,static_image,389,294,181
2864,static_image,356,219,178
2865,carousel,157,237,458
2866,carousel,557,117,481
2867,carousel,704,119,364
2868,carousel,527,114,132
2869,reels,802,174,423
2870,static_image,434,110,214
2871,carousel,895,8,195
2872,carousel,125,188,25
2873,static_image,167,77,158
2874,reels,249,189,32
2875,carousel,253,106,155
2876,carousel,274,139,378
2877,carousel,397,288,135
2878,carousel,250,16,100
2879,reels,982,56,20
2880,static_image,190,199,345
2881,carousel,396,112,166
2882,reels,295,194,424
2883,reels,726,92,491
2884,static_image,868,227,459
2885,static_image,116,65,83
2886,carousel,863,102,108
2887,static_image,437,196,172
2888,static_image,489,130,481
2889,carousel,831,101,447
2890,static_image,351,81,177
2891,carousel,104,148,456
2892,carousel,921,265,309
2893,reels,264,46,411
2894,reels,859,38,95
2895,static_image,447,265,201
2896,reels,581,242,101
2897,reels,779,196,279
2898,static_image,544,258,252
2899,reels,645,210,336
2900,static_image,715,23,116
2901,carousel,966,108,241
2902,carousel,455,116,166
2903,reels,960,198,302
2904,carousel,912,196,140
2905,static_image,136,73,394
2906,carousel,352,232,275
2907,reels,285,26,248
2908,static_image,686,177,228
2909,reels,528,226,219
2910,reels,873,259,172
2911,reels,441,17,101
2912,reels,289,140,340
2913,carousel,417,47,160
2914,static_image,575,284,339
2915,carousel,854,146,484
2916,carousel,150,65,46
2917,reels,89,284,112
2918,reels,251,173,138
2919,reels,813,145,107
2920,static_image,668,75,447
2921,static_image,807,283,477
2922,reels,58,158,154
2923,reels,851,211,494
2924,reels,891,11,251
2925,static_image,574,81,453
2926,reels,283,121,380
2927,static_image,264,247,129
2928,static_image,651,287,397
2929,reels,789,241,184
2930,carousel,370,101,229
2931,static_image,477,112,234
2932,reels,923,290,25
2933,reels,192,300,457
2934,carousel,362,9,265
2935,static_image,904,186,183
2936,carousel,479,222,361
2937,reels,831,280,163
2938,reels,651,16,300
2939,carousel,994,76,88
2940,reels,631,298,453
2941,reels,440,109,495
2942,reels,115,278,207
2943,carousel,536,60,178
2944,static_image,512,160,57
2945,carousel,156,288,100
2946,carousel,896,255,23
2947,carousel,253,40,476
2948,reels,340,110,129
2949,reels,725,273,45
2950,reels,108,193,275
2951,carousel,225,172,450
2952,reels,450,85,66
2953,carousel,599,219,254
2954,static_image,120,204,499
2955,carousel,183,110,168
2956,reels,887,248,91
2957,static_image,638,163,310
2958,carousel,564,239,151
2959,carousel,57,78,238
2960,carousel,894,209,319
2961,carousel,588,173,476
2962,static_image,950,256,245
2963,reels,639,25,387
2964,carousel,344,238,187
2965,static_image,912,157,210
2966,static_image,893,94,222
2967,carousel,233,226,244
2968,reels,982,98,367
2969,static_image,147,206,367
2970,carousel,295,85,150
2971,static_image,600,154,351
2972,carousel,764,116,475
2973,reels,471,288,72
2974,reels,128,58,268
2975,reels,469,235,94
2976,reels,262,264,32
2977,reels,77,42,337
2978,static_image,741,241,205
2979,reels,813,209,448
2980,carousel,456,24,15
2981,reels,167,74,177
2982,static_image,816,242,258
2983,reels,119,47,290
2984,static_image,298,229,81
2985,reels,890,147,440
2986,carousel,224,14,320
2987,carousel,231,155,73
2988,static_image,809,205,96
2989,carousel,737,10,356
2990,reels,207,230,193
2991,carousel,271,22,467
2992,static_image,595,115,236
2993,static_image,98,272,338
2994,static_image,783,57,209
2995,static_image,365,232,36
2996,static_image,54,29,405
2997,reels,835,108,485
2998,carousel,433,127,112
2999,carousel,66,220,24
3000,carousel,395,103,358
3001,static_image,114,117,500
3002,carousel,866,90,380
3003,carousel,95,217,272
3004,carousel,885,172,175
3005,static_image,691,102,329
3006,carousel,604,207,490
3007,reels,173,123,119
3008,carousel,415,170,98
3009,carousel,461,166,16
3010,reels,267,239,122
3011,carousel,723,147,342
3012,static_image,427,27,44
3013,carousel,470,159,402
3014,static_image,561,57,374
3015,static_image,860,296,97
3016,reels,147,171,333
3017,static_image,447,73,180
3018,carousel,700,167,445
3019,static_image,543,39,181
3020,carousel,673,234,205
3021,static_image,705,124,267
3022,static_image,771,11,129
3023,carousel,681,68,168
3024,carousel,805,224,397
3025,carousel,684,45,40
3026,carousel,433,260,161
3027,carousel,205,197,114
3028,static_image,88,126,482
3029,static_image,662,232,388
3030,reels,187,147,172
3031,static_image,855,25,276
3032,reels,713,152,394
3033,carousel,284,174,185
3034,carousel,260,281,37
3035,static_image,304,118,321
3036,reels,583,169,103
3037,reels,694,8,43
3038,reels,121,103,36
3039,static_image,194,109,74
3040,carousel,227,286,435
3041,carousel,291,264,50
3042,reels,792,244,169
3043,carousel,788,106,135
3044,reels,230,132,165
3045,reels,640,234,335
3046,carousel,328,251,50
3047,reels,457,198,95
3048,reels,501,221,268
3049,static_image,802,226,399
3050,carousel,889,251,20
3051,reels,487,47,398
3052,reels,659,280,88
3053,static_image,794,94,141
3054,reels,524,161,242
3055,reels,434,292,320
3056,reels,123,175,79
3057,static_image,530,105,89
3058,carousel,54,11,451
3059,static_image,797,196,261
3060,reels,997,217,491
3061,reels,810,196,206
3062,reels,365,41,219
3063,carousel,993,68,207
3064,static_image,216,104,400
3065,reels,311,183,270
3066,static_image,550,193,366
3067,carousel,716,202,484
3068,reels,803,131,134
3069,reels,85,190,333
3070,static_image,742,19,367
3071,static_image,710,80,143
3072,static_image,516,80,140
3073,carousel,666,87,16
3074,carousel,839,52,339
3075,static_image,988,201,213
3076,static_image,650,46,275
3077,carousel,947,221,94
3078,reels,308,159,266
3079,static_image,724,200,310
3080,reels,801,215,395
3081,static_image,940,50,65
3082,static_image,636,181,426
3083,carousel,325,112,486
3084,static_image,457,162,13
3085,carousel,885,256,10
3086,carousel,121,218,278
3087,reels,720,152,385
3088,reels,224,95,201
3089,carousel,770,73,111
3090,reels,236,262,495
3091,carousel,511,295,426
3092,carousel,240,107,40
3093,static_image,237,103,142
3094,reels,501,60,454
3095,static_image,220,45,160
3096,carousel,436,68,151
3097,carousel,400,20,309
3098,carousel,539,253,354
3099,carousel,59,36,146
3100,carousel,731,26,59
3101,carousel,584,8,202
3102,static_image,582,141,487
3103,reels,534,177,319
3104,reels,394,194,359
3105,reels,372,127,491
3106,reels,731,209,203
3107,static_image,108,187,457
3108,reels,875,56,11
3109,reels,941,210,381
3110,carousel,76,67,454
3111,static_image,336,132,198
3112,reels,683,248,273
3113,reels,726,101,11
3114,static_image,882,169,18
3115,static_image,418,28,423
3116,static_image,383,232,129
3117,static_image,546,209,388
3118,static_image,863,46,188
3119,reels,537,56,385
3120,reels,350,104,374
3121,carousel,940,271,458
3122,static_image,853,263,26
3123,carousel,559,49,164
3124,static_image,611,244,96
3125,reels,168,251,349
3126,static_image,296,129,118
3127,carousel,821,50,64
3128,reels,782,19,92
3129,reels,974,201,402
3130,reels,275,136,350
3131,reels,969,68,350
3132,carousel,994,278,334
3133,static_image,553,51,417
3134,static_image,390,119,487
3135,static_image,834,38,339
3136,reels,436,200,344
3137,static_image,853,292,448
3138,reels,877,124,124
3139,reels,168,153,54
3140,carousel,141,179,389
3141,static_image,242,64,303
3142,reels,180,165,498
3143,reels,640,5,169
3144,carousel,654,279,107
3145,reels,483,168,404
3146,reels,866,69,276
3147,static_image,666,118,64
3148,reels,59,280,446
3149,reels,373,79,427
3150,reels,907,117,265
3151,static_image,516,80,317
3152,reels,199,22,316
3153,reels,366,262,362
3154,carousel,330,298,254
3155,static_image,898,115,263
3156,reels,771,197,40
3157,reels,206,112,444
3158,static_image,879,120,368
3159,static_image,103,96,448
3160,reels,794,205,163
3161,static_image,984,86,21
3162,static_image,451,177,226
3163,static_image,534,183,397
3164,reels,450,41,280
3165,static_image,339,149,366
3166,carousel,767,285,211
3167,carousel,184,170,395
3168,static_image,936,32,445
3169,static_image,361,239,345
3170,carousel,641,75,236
3171,static_image,544,154,469
3172,carousel,264,116,421
3173,static_image,250,9,195
3174,static_image,926,299,62
3175,static_image,854,80,202
3176,reels,745,91,484
3177,carousel,148,187,252
3178,carousel,103,65,273
3179,static_image,396,227,86
3180,static_image,789,211,135
3181,carousel,171,128,213
3182,reels,359,93,344
3183,static_image,434,50,408
3184,reels,935,200,150
3185,static_image,718,232,198
3186,carousel,172,64,52
3187,carousel,550,265,125
3188,carousel,650,298,303
3189,reels,330,53,416
3190,static_image,235,201,257
3191,static_image,769,227,162
3192,static_image,178,55,176
3193,carousel,780,280,104
3194,reels,882,15,211
3195,static_image,887,279,411
3196,static_image,550,37,275
3197,static_image,601,68,395
3198,carousel,724,65,102
3199,static_image,761,97,12
3200,static_image,507,165,72
3201,carousel,181,299,115
3202,static_image,215,49,297
3203,reels,921,22,53
3204,carousel,568,157,196
3205,static_image,225,221,493
3206,static_image,50,132,163
3207,carousel,581,155,347
3208,static_image,505,76,305
3209,reels,761,165,277
3210,reels,670,280,271
3211,carousel,754,55,349
3212,carousel,292,23,106
3213,carousel,356,115,500
3214,carousel,666,287,120
3215,static_image,417,147,75
3216,static_image,687,221,48
3217,static_image,311,138,205
3218,static_image,975,88,214
3219,reels,135,135,356
3220,reels,761,78,284
3221,carousel,122,142,334
3222,static_image,711,103,375
3223,reels,627,266,319
3224,carousel,479,83,171
3225,reels,438,18,319
3226,carousel,129,143,73
3227,static_image,162,285,218
3228,carousel,387,50,195
3229,reels,846,144,84
3230,carousel,330,10,60
3231,reels,277,198,497
3232,carousel,851,68,99
3233,static_image,795,161,311
3234,reels,147,275,188
3235,static_image,635,149,292
3236,reels,672,55,469
3237,carousel,224,167,494
3238,reels,235,181,422
3239,static_image,744,277,292
3240,static_image,953,211,254
3241,static_image,180,137,14
3242,static_image,575,84,346
3243,carousel,196,198,300
3244,static_image,323,32,480
3245,static_image,704,194,372
3246,carousel,744,219,371
3247,reels,237,229,191
3248,reels,564,151,151
3249,reels,583,122,166
3250,static_image,928,49,495
3251,reels,466,165,442
3252,carousel,699,45,49
3253,static_image,295,52,94
3254,static_image,108,48,390
3255,reels,617,257,423
3256,carousel,484,265,487
3257,static_image,189,250,264
3258,static_image,751,277,367
3259,carousel,465,12,325
3260,carousel,982,8,375
3261,reels,769,278,393
3262,reels,300,275,360
3263,static_image,93,234,96
3264,static_image,953,273,472
3265,carousel,229,43,197
3266,carousel,576,185,497
3267,carousel,482,258,204
3268,carousel,432,62,183
3269,static_image,305,281,445
3270,carousel,347,158,257
3271,reels,321,114,11
3272,static_image,696,296,211
3273,carousel,995,161,485
3274,static_image,577,23,488
3275,reels,963,254,39
3276,reels,56,240,178
3277,reels,412,59,12
3278,reels,961,100,215
3279,reels,59,56,230
3280,reels,252,48,280
3281,static_image,970,83,220
3282,carousel,985,254,13
3283,carousel,837,133,125
3284,reels,454,196,163
3285,reels,488,98,284
3286,reels,161,229,346
3287,reels,215,76,191
3288,static_image,494,7,193
3289,static_image,253,61,107
3290,reels,91,73,212
3291,reels,811,174,471
3292,carousel,214,106,495
3293,reels,731,141,70
3294,reels,550,286,263
3295,static_image,781,70,176
3296,reels,563,204,77
3297,carousel,160,15,74
3298,carousel,402,261,16
3299,static_image,292,31,357
3300,reels,489,9,232
3301,reels,346,149,258
3302,carousel,829,224,136
3303,static_image,206,266,105
3304,carousel,337,63,452
3305,reels,767,131,351
3306,reels,253,247,371
3307,carousel,767,262,322
3308,carousel,243,81,127
3309,carousel,185,210,29
3310,reels,246,79,228
3311,carousel,681,107,56
3312,carousel,439,213,278
3313,reels,766,123,123
3314,reels,486,250,41
3315,static_image,487,31,165
3316,carousel,325,191,153
3317,reels,778,219,136
3318,reels,966,29,103
3319,carousel,50,31,348
3320,static_image,379,113,156
3321,reels,336,56,230
3322,carousel,308,256,196
3323,reels,361,62,59
3324,static_image,63,287,404
3325,carousel,389,189,389
3326,reels,810,275,319
3327,reels,293,146,117
3328,static_image,443,49,464
3329,carousel,183,66,31
3330,static_image,984,102,108
3331,static_image,506,55,48
3332,static_image,683,180,164
3333,static_image,535,108,283
3334,static_image,207,27,75
3335,carousel,478,286,374
3336,reels,962,291,187
3337,reels,509,65,476
3338,reels,119,252,224
3339,static_image,565,16,95
3340,static_image,330,71,158
3341,carousel,629,36,416
3342,static_image,244,208,263
3343,static_image,595,267,48
3344,carousel,498,265,206
3345,static_image,848,204,215
3346,static_image,328,110,104
3347,carousel,213,297,121
3348,static_image,763,9,460
3349,static_image,516,262,372
3350,static_image,587,137,165
3351,carousel,353,142,292
3352,carousel,225,119,33
3353,static_image,293,154,30
3354,static_image,201,147,484
3355,carousel,326,31,338
3356,carousel,893,112,283
3357,carousel,51,182,333
3358,static_image,427,171,52
3359,static_image,955,286,145
3360,static_image,186,214,469
3361,static_image,351,171,39
3362,static_image,885,10,431
3363,reels,274,148,100
3364,reels,66,280,346
3365,static_image,158,200,494
3366,static_image,313,287,115
3367,reels,275,171,147
3368,carousel,645,207,89
3369,reels,287,227,198
3370,carousel,973,250,57
3371,reels,235,240,104
3372,carousel,243,296,261
3373,static_image,234,149,20
3374,reels,216,95,428
3375,reels,753,101,45
3376,carousel,123,223,135
3377,reels,980,211,61
3378,static_image,589,75,382
3379,carousel,667,56,203
3380,reels,71,61,433
3381,carousel,831,27,77
3382,carousel,838,47,147
3383,carousel,692,11,415
3384,carousel,860,59,287
3385,static_image,887,178,446
3386,static_image,137,108,81
3387,reels,827,293,466
3388,reels,885,88,167
3389,reels,540,84,134
3390,carousel,606,141,331
3391,static_image,176,15,432
3392,carousel,155,283,161
3393,carousel,573,217,82
3394,carousel,984,119,22
3395,carousel,487,202,85
3396,reels,721,151,125
3397,static_image,443,62,261
3398,carousel,162,119,62
3399,reels,415,44,325
3400,reels,171,189,482
3401,carousel,967,27,319
3402,carousel,232,224,281
3403,reels,664,97,357
3404,reels,203,159,329
3405,reels,406,58,148
3406,reels,727,193,487
3407,reels,880,44,413
3408,carousel,932,81,408
3409,static_image,200,168,85
3410,reels,507,249,427
3411,carousel,165,300,228
3412,static_image,335,79,56
3413,reels,180,98,402
3414,reels,411,168,263
3415,reels,542,216,318
3416,static_image,391,75,420
3417,static_image,993,130,206
3418,reels,612,259,285
3419,static_image,554,277,284
3420,carousel,443,47,307
3421,static_image,481,274,305
3422,static_image,880,117,369
3423,carousel,290,190,11
3424,carousel,921,13,195
3425,static_image,535,73,481
3426,carousel,111,183,194
3427,carousel,351,240,83
3428,static_image,984,220,134
3429,carousel,897,119,38
3430,static_image,191,65,366
3431,static_image,196,198,385
3432,carousel,762,222,200
3433,carousel,768,59,349
3434,static_image,125,249,438
3435,static_image,941,85,25
3436,carousel,424,77,50
3437,carousel,128,11,301
3438,reels,203,98,250
3439,static_image,193,275,367
3440,reels,531,215,379
3441,reels,504,11,156
3442,carousel,209,35,461
3443,static_image,82,93,267
3444,carousel,61,207,436
3445,reels,746,237,293
3446,static_image,899,137,480
3447,static_image,563,161,373
3448,carousel,483,85,149
3449,carousel,584,198,496
3450,carousel,810,113,215
3451,static_image,107,117,210
3452,carousel,892,291,319
3453,carousel,886,244,254
3454,reels,718,212,433
3455,reels,218,32,421
3456,reels,712,222,109
3457,reels,161,58,49
3458,reels,667,176,24
3459,carousel,338,88,287
3460,carousel,116,113,315
3461,carousel,824,163,106
3462,static_image,256,21,133
3463,reels,137,296,299
3464,carousel,627,252,33
3465,carousel,372,52,493
3466,reels,58,187,394
3467,reels,457,261,109
3468,reels,819,205,381
3469,reels,182,54,179
3470,reels,968,262,61
3471,static_image,876,81,22
3472,static_image,865,200,254
3473,static_image,939,24,158
3474,carousel,205,242,50
3475,static_image,145,123,462
3476,carousel,876,77,403
3477,static_image,214,261,274
